Item No,Item Description,Category,UOM,UOM Qty,Cost,Ext. Cost,Price,Ext. Price,Type,Status
2201,Amberjack (Yellowtail)  11 lbs,LBS,CS11,11,12.12000,133.32000,141.24000,1553.64000,Sales Inventory,Active
2202,Albacore Loin 11 lbs/CS,CS,CS,1,75.35000,75.35000,79.97000,79.97000,Discontinued,Inactive
2203,Tuna-AA  11#/BX,CS,CS,1,93.75000,93.75000,110.00000,110.00000,Sales Inventory,Active
2204,Tuna-A   (22),LBS,CS22,22,7.60000,167.20000,245.63000,5403.86000,Sales Inventory,Active
2205,Tuna- Block  22/CS,LBS,CS22,22,6.85000,150.70000,176.00000,3872.00000,Discontinued,Inactive
2206,Tuna- NTC  AAA  22lbs/CS,CS,CS,1,214.50000,214.50000,242.00000,242.00000,Discontinued,Inactive
2207,Albacore 22lbs.,CS,CS,1,181.50000,181.50000,174.40000,174.40000,Sales Inventory,Active
2208,Tuna-NTC    C    (22)/CS,LBS,CS22,22,8.00000,176.00000,165.00000,3630.00000,Discontinued,Inactive
2209,Tuna C-Tatakimi 22lbs,LBS,CS22,22,6.70000,147.40000,167.48000,3684.56000,Sales Inventory,Active
2210,MSC Tuna A,LBS,CS22,22,8.50000,187.00000,255.00000,5610.00000,Sales Inventory,Active
2211,MSC Albacore 22,CS,CS,1,181.50000,181.50000,200.20000,200.20000,Sales Inventory,Active
2212,Tuna w/ skin,LBS,CS22,22,7.95000,174.90000,220.00000,4840.00000,Sales Inventory,Active
2216,Tuna Tray,TRAY,CS35,35,6.48000,226.80000,238.02000,8330.70000,Sales Inventory,Active
2220,Smk Steelhead Loin   (24),LBS,CS24,24,11.40000,273.60000,264.00000,6336.00000,Discontinued,Inactive
2224,Froz Steelhead Fillet   (22),LBS,CS22,22,9.00000,198.00000,192.50000,4235.00000,Discontinued,Inactive
2228,Salmon Atl Hann   (22),LBS,CS22,22,8.20000,180.40000,264.88000,5827.36000,Discontinued,Inactive
2232,Smoked Atlantic  Salmon   (24),LBS,CS24,24,10.35000,248.40000,274.05000,6577.20000,Sales Inventory,Active
2234,Atlantic Salmon Bits and Pieces,LB,CS22,22,5.50000,121.00000,139.15000,3061.30000,Discontinued,Active
2236,Atlantic Salmon 22,LBS,CS22,22,6.60000,145.20000,222.18000,4887.96000,Sales Inventory,Active
2236,Atlantic Salmon 22,LBS,CS33,33,6.60000,217.80000,328.35000,10835.55000,Sales Inventory,Active
2237,ASC Atlantic Salmon,LBS,CS22,22,6.60000,145.20000,190.00000,4180.00000,Sales Inventory,Active
2238,Pre Cut Atlantic Salmon 10/CS,LBS,CS10,10,7.10000,71.00000,121.80000,1218.00000,Sales Inventory,Active
2240,Salmon with Skin,LBS,CS33,33,6.15000,202.95000,239.25000,7895.25000,Sales Inventory,Active
2240,Salmon with Skin,LBS,CS22,22,6.15000,135.30000,161.89000,3561.58000,Sales Inventory,Active
2244,Salmon.Grilled  Coho Roast Fzn. 22/CS,CS,CS,1,199.82000,199.82000,269.99000,269.99000,Sales Inventory,Active
2245,Sockeye Salmon Fil,LBS,LBS,1,12.50000,12.50000,12.63000,12.63000,Discontinued,Inactive
2248,Tilapia Fillet   10 lbs box,LBS,CS10,10,5.45000,54.50000,62.68000,626.80000,Discontinued,Inactive
2249,Tilapia Fiflet  10#/CS Tristan,CS,CS10,10,77.50000,775.00000,82.95000,829.50000,Discontinued,Inactive
2252,Fresh Water Eel   (11),LBS,CS11,11,16.67000,183.37000,230.40000,2534.40000,Sales Inventory,Active
2256,Fresh Water Eel 20P Tray,TRAY,CS16,16,5.20000,83.20000,120.00000,1920.00000,Discontinued,Inactive
2259,Unakaba. Imitation Eel 4/24/CS,PK,CS24,24,0.78000,18.72000,21.12000,506.88000,Sales Inventory,Active
2259,Unakaba. Imitation Eel 4/24/CS,PK,CS96,96,0.78000,74.88000,84.48000,8110.08000,Sales Inventory,Active
2260,Minced Fr Wtr Eel 22PK,PK,CS22,22,7.48000,164.56000,240.02000,5280.44000,Discontinued,Active
2268,Baby Octopus 12/2.2 lbs/CS,PK,CS12,12,16.48000,197.76000,207.24000,2486.88000,Discontinued,Inactive
2272,Squid 20P 12tray/CS,TRAY,CS12,12,4.80000,57.60000,62.76000,753.12000,Discontinued,Inactive
2276,Octopus 20P 12 tray/CS,TRAY,CS12,12,5.32000,63.84000,72.00000,864.00000,Discontinued,Inactive
2406,Shrimp Tray Vannamei 20tray/CS,TRAY,CS20,20,5.42000,108.40000,161.99000,3239.80000,Sales Inventory,Active
2412,Shrimp Broken 20bag/CS,BAG,CS20,20,4.06000,81.20000,122.40000,2448.00000,Discontinued,Active
2418,Tempura Shrimp 10Pc 15tray/CS,TRAY,CS15,15,3.27000,49.05000,92.57000,1388.55000,Sales Inventory,Active
2424,Shrimp Tray Hannaford 30/30pc,CS,CS,1,170.00000,170.00000,225.00000,225.00000,Discontinued,Inactive
2430,Shr Tempura Han 100pc/CS,CS,CS,1,34.00000,34.00000,44.40000,44.40000,Discontinued,Inactive
2432,Special Tempura/Hot Bowl 10p/16tray/CS,CS,CS,1,48.00000,48.00000,57.60000,57.60000,Sales Inventory,Inactive
2436,Baby Shrimp 5 lbs 4bag/CS,BAG,CS4,4,28.00000,112.00000,182.70000,730.80000,Sales Inventory,Active
2440,Crab Stick Imi  H.G. CS16,PK,CS16,16,4.12000,65.92000,98.56000,1576.96000,Sales Inventory,Active
2441,Crab Flake Imi  H.G.CS16,PK,CS16,16,3.84000,61.44000,89.60000,1433.60000,Sales Inventory,Active
2442,AFC Crab Shredded CS16,PK,CS16,16,3.95000,63.20000,98.56000,1576.96000,Sales Inventory,Active
2443,Crab Stick India CS16,PACK,CS16,16,3.92000,62.72000,89.60000,1433.60000,Sales Inventory,Active
2444,Natural Imitation Crab Stick,CS,CS,1,61.77000,61.77000,73.92000,73.92000,Sales Inventory,Active
2451,Imi Crab Flake Kosher,CS,CS,1,55.00000,55.00000,64.90000,64.90000,Sales Inventory,Active
2460,Boiled Crab   (1) 24/CS,LB,CS24,24,13.79000,330.96000,177.12000,4250.88000,Discontinued,Active
2466,Real Crab   (5) 25lb/CS,LB,CS25,25,8.25000,206.25000,222.03000,5550.75000,Sales Inventory,Active
2472,Kosh Imit Crab Stick 12/1lbs,CS,CS,1,65.00000,65.00000,71.39000,71.39000,Sales Inventory,Active
2605,Fried Tofu Cubes 10 x 2.2lbs,CASE,CASE,1,62.50000,62.50000,69.78000,69.78000,Sales Inventory,Active
2606,Natural Tempura Crispy 6bag/CS,BAG,CS6,6,7.25000,43.50000,48.57000,291.42000,Sales Inventory,Active
2619,Fish Roe Masago 4.4 lbs  4/CS,PK,CS4,4,31.50000,126.00000,122.82000,491.28000,Sales Inventory,Active
2625,Fish Roe Masago 0.44 lbs. 30pk/cs,PK,CS30,30,2.80000,84.00000,96.20000,2886.00000,Sales Inventory,Active
2630,Tobiko Red  12/1.1 lbs/CS,PK,CS12,12,12.50000,150.00000,200.97000,2411.64000,Sales Inventory,Active
2642,Mushroom  1.1 lbs 10/CS,PK,CS10,10,4.50000,45.00000,52.78000,527.80000,Sales Inventory,Active
2648,Gourd 2.2LB 10/CS,PK,CS10,10,9.00000,90.00000,121.80000,1218.00000,Sales Inventory,Active
2648,Gourd 2.2LB 10/CS,PK,PK,1,9.00000,9.00000,12.18000,12.18000,Sales Inventory,Active
2654,Carrot 2.2 lbs 6/CS,PK,CS6,6,3.50000,21.00000,21.60000,129.60000,Sales Inventory,Active
2660,Edamame Beans 10/2lbs,BAG,BAG,1,3.13000,3.13000,2.96000,2.96000,Sales Inventory,Active
2660,Edamame Beans 10/2lbs,BAG,CS10,10,3.13000,31.30000,29.64000,296.40000,Sales Inventory,Active
2662,Kosher Edamame,CS,CS,1,24.00000,24.00000,25.36000,25.36000,Discontinued,Inactive
2663,Edamame Beans NTC 20/400g,CS,CS,1,16.10000,16.10000,17.80000,17.80000,Discontinued,Inactive
2666,Egg Cake 20/CS,EACH,CS5,5,3.75000,18.75000,19.05000,95.25000,Sales Inventory,Active
2666,Egg Cake 20/CS,EACH,CS20,20,3.75000,75.00000,76.13000,1522.60000,Sales Inventory,Active
2672,Seabreeze Salad  24/1.1  LBS/CS,EACH,CS24,24,3.77000,90.48000,137.94000,3310.56000,Sales Inventory,Active
2678,Calamari Salad  24/1.1 lbs/CS,EACH,CS24,24,5.04000,120.96000,159.68000,3832.32000,Sales Inventory,Active
2682,AFC Fusion Spicy Sauce,CASE,CASE,1,45.20000,45.20000,49.72000,49.72000,Sales Inventory,Active
27,PALLET,EACH,EACH,1,7.50000,7.50000,10.00000,10.00000,Sales Inventory,Active
2805,Grilled Chicken 2/5lb/CS,BAG,CS2,2,16.00000,32.00000,37.35000,74.70000,Sales Inventory,Active
2810,Grilled Dumpling Shrimp 30/CS,BAG,CS30,30,3.90000,117.00000,140.00000,4200.00000,Sales Inventory,Active
2816,Chicken Gyoza  Siracha (RED) 10/49pc,CS,CS,1,46.80000,46.80000,53.80000,53.80000,Discontinued,Inactive
2817,Chicken Gyoza Mushroom (ORANGE) 10/49pc,CS,CS,1,46.80000,46.80000,53.80000,53.80000,Sales Inventory,Active
2818,Chicken Gyoza  Leek (WHITE) 10/49pc,CS,CS,1,46.80000,46.80000,53.80000,53.80000,Sales Inventory,Active
2819,Pre Fried Spring Roll 200pc/CS,CS,CS,1,45.00000,45.00000,50.24000,50.24000,Sales Inventory,Active
2820,Shumai 104P/CS,CS,CS,1,25.85000,25.85000,30.15000,30.15000,Sales Inventory,Active
2821,Pork Shumai 108pc/CS,CS,CS,1,26.20000,26.20000,29.25000,29.25000,Sales Inventory,Active
2822,AFC Sukiyaki Beef 12/1lbs,CS,CS,1,55.20000,55.20000,63.34000,63.34000,Sales Inventory,Active
2824,Chicken Katsu 30lb/CS,CS,CS,1,101.40000,101.40000,123.00000,123.00000,Sales Inventory,Active
2825,#1 Sliced Beef 6/4.4lbs,CS,CS,1,95.80000,95.80000,105.50000,105.50000,Discontinued,Inactive
2826,Asian BBQ Beef 30#,CS,CS,1,131.70000,131.70000,146.36000,146.36000,Sales Inventory,Active
2827,Yakiniku  Beef  10/2.2lb,CS,CS,1,73.20000,73.20000,79.90000,79.90000,Sales Inventory,Active
2828,Diced Pastrami  4BAG/CS,BAG,CS4,4,16.38000,65.52000,48.51000,194.04000,Sales Inventory,Active
2829,Japanese Meatball 10pk/cs,CS,CS,1,63.80000,63.80000,70.20000,70.20000,Sales Inventory,Active
2830,#2 Chicken Karaage 4x5 lbs,BAG,CS4,4,12.25000,49.00000,71.00000,284.00000,Discontinued,Inactive
2831,Crispy Chicken (Karaage) 30#/CS,CS,CS,1,67.20000,67.20000,75.03000,75.03000,Sales Inventory,Active
2835,#3 Teriyaki Chicken 5x5.28 lbs bag,BAG,CS5,5,16.10000,80.50000,91.62000,458.10000,Sales Inventory,Active
2836,#3 Teriyaki Chicken OH,CS,CS,1,107.10000,107.10000,123.83000,123.83000,Sales Inventory,Active
2837,Chicken Skewers (Yakitori) 20bags/cs,CS,CS,1,86.00000,86.00000,96.00000,96.00000,Sales Inventory,Active
2840,#6 Chicken Breast 10 lbs/CS,CS,CS,1,42.75000,42.75000,50.24000,50.24000,Sales Inventory,Active
2843,Pork Chashu  8LBS/CS,CS,CS,1,74.27000,74.27000,91.46000,91.46000,Sales Inventory,Active
2845,UDON. SANUKI 8/2.75lbs,CS,CS,1,20.80000,20.80000,26.19000,26.19000,Sales Inventory,Active
2846,Chicken Chashu w/Soy 20/1lbs,CASE,CASE,1,89.87000,89.87000,114.19000,114.19000,Sales Inventory,Active
2847,AFC Tonkotsu Ramen  w/Vegetables  50pc/6oz,CASE,CASE,1,115.00000,115.00000,31.63000,31.63000,Sales Inventory,Active
2855,Yakisoba. JSL  Fzn Noodles 5/4lbs,CS,CS,1,18.67000,18.67000,19.29000,19.29000,Sales Inventory,Active
2857,#2  Fzn Yakisoba Noodle  MC Wavw 10/2.2lbs Otafuku,CS,CS,1,40.00000,40.00000,42.80000,42.80000,Sales Inventory,Inactive
2861,Fzn Ramen Noodles. MTC 40pc,CS,CS,1,27.20000,27.20000,29.54000,29.54000,Sales Inventory,Active
2862,Ramen Yamachan 40pc/cs,CS,CS,1,20.80000,20.80000,22.26000,22.26000,Sales Inventory,Active
2863,Frozen Cooked  Ramen  Noodles 5/8/200g,CS,CS,1,15.55000,15.55000,9.00000,9.00000,Discontinued,Active
2865,INARI PACK 30 pc 20/CS,PACK,CS20,20,2.81000,56.20000,71.50000,1430.00000,Sales Inventory,Active
2870,Natural Inari 10/60pc,PK,CS10,10,5.53000,55.30000,70.24000,702.40000,Sales Inventory,Active
2875,Classic Yummy Sauce 4/Gal/CS,BOT,CS4,4,21.63000,86.52000,92.20000,368.80000,Sales Inventory,Active
2876,Yuzu Sauce 10/per Cs,BOT,CS10,10,20.00000,200.00000,223.30000,2233.00000,Sales Inventory,Active
2877,Vegetable Curry CS50,CS,CS,1,46.19000,46.19000,50.85000,50.85000,Sales Inventory,Active
2884,Fzn Veg. Curry Concentrate,EACH,CS4,4,43.75000,175.00000,100.00000,400.00000,Discontinued,Inactive
2885,Fzn AFC Goma Sesame Dressing 12/kg Otafu,PK,CS12,12,3.50000,42.00000,45.00000,540.00000,Sales Inventory,Active
2887,Tempura String Beans,CS,CS,1,43.40000,43.40000,45.57000,45.57000,Discontinued,Inactive
2888,Fzn Yasai Mix Veg.,CS,CS,1,43.20000,43.20000,42.84000,42.84000,Discontinued,Inactive
2889,Ebi Fry  (Fried Shrimp) 100pc/CS,CS,CS,1,38.00000,38.00000,39.00000,39.00000,Discontinued,Inactive
2890,HK Style BBQ Pork 16/0.8lbs,CS,CS,1,50.88000,50.88000,56.00000,56.00000,Discontinued,Inactive
2999,Waygu,CS,CS,1,102.96000,102.96000,113.30000,113.30000,Sales Inventory,Active
3205,Ginger A 20LB,EACH,EACH,1,29.00000,29.00000,39.60000,39.60000,Sales Inventory,Active
3210,Ginger B 20LB,EACH,EACH,1,30.00000,30.00000,39.60000,39.60000,Sales Inventory,Active
3215,Wasabi 2.2lb,PK,PK,1,3.94000,3.94000,6.36000,6.36000,Sales Inventory,Active
3215,Wasabi 2.2lb,PK,CS16,16,3.94000,63.04000,101.82000,1629.12000,Sales Inventory,Active
3219,Toasted Dry Seaweed 40pks,CS,CS,1,306.00000,306.00000,498.00000,498.00000,Discontinued,Inactive
3220,Seaweed Nori 200 1/2SH,BAG,BAG,1,7.77000,7.77000,12.64000,12.64000,Sales Inventory,Active
3220,Seaweed Nori 200 1/2SH,BAG,CS40,40,7.77000,310.80000,505.47000,20218.80000,Sales Inventory,Active
3235,Soy Sauce L/S 1000 pc,CS,CS,1,15.02000,15.02000,16.54000,16.54000,Sales Inventory,Active
3236,Wild Blue Soy Sauce L/S 1000pc,CS,CS,1,19.89000,19.89000,22.21000,22.21000,Sales Inventory,Active
3240,Soy Sauce Special IZU,CS,CS,1,15.40000,15.40000,15.40000,15.40000,Sales Inventory,Active
3245,PREMIUM RICE 40 lbs,BAG,BAG,1,16.00000,16.00000,19.13000,19.13000,Sales Inventory,Active
3246,AFC Brown Rice  40#,BAG,BAG,1,16.52000,16.52000,20.44000,20.44000,Sales Inventory,Active
3247,Brown Rice. Mitsuhikari 10 kg,BAG,BAG,1,0.00000,0.00000,5.00000,5.00000,Discontinued,Inactive
3250,Brown Rice 50 lbs,BAG,BAG,1,21.00000,21.00000,25.18000,25.18000,Discontinued,Inactive
3253,SPECIAL Military Brown Rice,BAG,BAG,1,30.05000,30.05000,30.45000,30.45000,Sales Inventory,Active
3254,Black Glutinous Rice  10x5lbs,BAG,BAG,1,7.90000,7.90000,8.76000,8.76000,Sales Inventory,Inactive
3256,Vinegar  H-100 Natural 5.28gal,CS,CS,1,26.02000,26.02000,32.06000,32.06000,Sales Inventory,Active
3257,Rice Mix Takikomi Gomoku,CS,CS,1,49.00000,49.00000,51.45000,51.45000,Discontinued,Inactive
3260,Fish Powder 1LB,EACH,EACH,1,8.50000,8.50000,9.50000,9.50000,Discontinued,Inactive
3265,Sesame Seeds 5LB,BAG,BAG,1,10.55000,10.55000,11.78000,11.78000,Sales Inventory,Active
3265,Sesame Seeds 5LB,BAG,CS8,8,10.55000,84.40000,94.23000,753.84000,Sales Inventory,Active
3270,Sesame Seed Blk 8oz,BOT,BOT,1,2.46000,2.46000,3.05000,3.05000,Sales Inventory,Active
3270,Sesame Seed Blk 8oz,BOT,CS12,12,2.46000,29.52000,36.54000,438.48000,Sales Inventory,Active
3275,S. Bonito Small,EACH,EACH,1,9.00000,9.00000,10.00000,10.00000,Discontinued,Inactive
3275,S. Bonito Small,EACH,CS12,12,9.00000,108.00000,120.00000,1440.00000,Discontinued,Inactive
3280,Tapioca (Spring Roll Wrap) Paper 50pc,EACH,EACH,1,2.91000,2.91000,3.70000,3.70000,Sales Inventory,Active
3280,Tapioca (Spring Roll Wrap) Paper 50pc,EACH,CS10,10,2.91000,29.10000,36.96000,369.60000,Sales Inventory,Active
3289,Fried Onion,EACH,CS15,15,2.40000,36.00000,27.41000,411.15000,Sales Inventory,Active
3289,Fried Onion,EACH,EACH,1,2.40000,2.40000,1.83000,1.83000,Sales Inventory,Active
3290,Fried Onions 10/1kg,EACH,CS10,10,2.60000,26.00000,36.54000,365.40000,Sales Inventory,Active
3293,Nori Komi,PACK,PACK,1,12.00000,12.00000,14.25000,14.25000,Sales Inventory,Inactive
3299,Seaweed Salad Mix. Dry 2/12/50g,EACH,EACH,1,12.21000,12.21000,14.00000,14.00000,Discontinued,Inactive
3308,To Go Soy  L/S 1000pc Canada,CS,CS,1,15.40000,15.40000,17.66000,17.66000,Sales Inventory,Active
3403,Kikk Sushi Sauce  0.5 gal,BOT,BOT,1,6.92000,6.92000,8.50000,8.50000,Sales Inventory,Active
3403,Kikk Sushi Sauce  0.5 gal,BOT,CS6,6,6.92000,41.52000,51.00000,306.00000,Sales Inventory,Active
3404,Sushi Sauce Case  4/gal,BOT,BOT,1,13.99000,13.99000,15.73000,15.73000,Sales Inventory,Active
3404,Sushi Sauce Case  4/gal,BOT,CS4,4,13.99000,55.96000,62.93000,251.72000,Sales Inventory,Active
3406,Kik Ponzu Sauce 500pc,CS,CS,1,14.18000,14.18000,16.24000,16.24000,Sales Inventory,Active
3409,Wasabi Sauce 0.5G,BOT,BOT,1,9.43000,9.43000,11.80000,11.80000,Sales Inventory,Active
3409,Wasabi Sauce 0.5G,BOT,CS6,6,9.43000,56.58000,70.83000,424.98000,Sales Inventory,Active
3412,Premium Spicy Sauce 0.5G,BOT,BOT,1,11.65000,11.65000,12.18000,12.18000,Sales Inventory,Active
3412,Premium Spicy Sauce 0.5G,BOT,CS6,6,11.65000,69.90000,73.08000,438.48000,Sales Inventory,Active
3415,Hot Garlic Sauce,BOT,CS4,4,16.50000,66.00000,73.69000,294.76000,Sales Inventory,Active
3415,Hot Garlic Sauce,BOT,BOT,1,16.50000,16.50000,17.26000,17.26000,Sales Inventory,Active
3418,Sweet  Chili SA 200,CS,CS,1,21.46000,21.46000,31.72000,31.72000,Sales Inventory,Active
3419,Chili Oil for Sushi,CS,CS,1,35.94000,35.94000,39.55000,39.55000,Sales Inventory,Active
3420,Chili Oil for Hot Food,CS,CS,1,32.56000,32.56000,35.82000,35.82000,Sales Inventory,Active
3421,Hoisin Sauce 200,CS,CS,1,18.83000,18.83000,29.26000,29.26000,Sales Inventory,Inactive
3424,Spicy Sesame Oil,BOT,BOT,1,14.70000,14.70000,21.32000,21.32000,Sales Inventory,Active
3424,Spicy Sesame Oil,BOT,CS6,6,14.70000,88.20000,127.89000,767.34000,Sales Inventory,Active
3427,Sriracha L 28oz,BOT,BOT,1,2.13000,2.13000,2.28000,2.28000,Sales Inventory,Active
3427,Sriracha L 28oz,BOT,CS12,12,2.13000,25.56000,27.41000,328.92000,Sales Inventory,Active
3429,Katsu Sauce 6/cs,BOT,BOT,1,6.20000,6.20000,6.82000,6.82000,Sales Inventory,Active
3429,Katsu Sauce 6/cs,BOT,CS6,6,6.20000,37.20000,41.53000,249.18000,Sales Inventory,Active
3430,**AFC Basic Sauce,CS,CS,1,25.32000,25.32000,28.27000,28.27000,Sales Inventory,Active
3431,AFC BBQ Sauce,CS,CS,1,28.60000,28.60000,31.46000,31.46000,Discontinued,Inactive
3432,Chicken Bouillon Powder,CS,CS,1,27.30000,27.30000,30.03000,30.03000,Sales Inventory,Active
3433,**AFC Orange Sauce,CS,CS,1,23.52000,23.52000,26.26000,26.26000,Sales Inventory,Active
3434,AFC Peking Sauce,CS,CS,1,34.54000,34.54000,37.99000,37.99000,Discontinued,Inactive
3435,**AFC Sesame Sauce,CS,CS,1,23.55000,23.55000,26.29000,26.29000,Sales Inventory,Active
3436,**AFC Stir Fry Sauce,CS,CS,1,24.00000,24.00000,26.80000,26.80000,Sales Inventory,Active
3437,**Sweet & Sour Sauce,BOT,BOT,1,5.73000,5.73000,6.40000,6.40000,Sales Inventory,Active
3437,**Sweet & Sour Sauce,BOT,CS4,4,5.73000,22.92000,25.58000,102.32000,Sales Inventory,Active
3438,**AFC Yakiniku Sauce,BOT,CS4,4,12.63000,50.52000,56.49000,225.96000,Sales Inventory,Active
3438,**AFC Yakiniku Sauce,BOT,BOT,1,12.63000,12.63000,14.13000,14.13000,Sales Inventory,Active
3439,Micro Noodle Bowl 38oz,CS,CS,1,43.32000,43.32000,48.36000,48.36000,Sales Inventory,Active
3440,Mushroom Bouillon Powder 12/CS,EACH,EACH,1,2.21000,2.21000,2.45000,2.45000,Sales Inventory,Active
3443,**Classic Teriyaki Sauce 12 bag/1kg,BAG,CS12,12,2.25000,27.00000,31.06000,372.72000,Sales Inventory,Active
