ProductCode,ProductName,Price,UOM,IsActive
7227_UOMROLL,Thermo Fortino Blue,7.5000,ROLL,no
7228_UOMROLL,THERMO LABEL BIG Y 001,7.6100,ROLL,yes
7235_UOMROLL,Clear Wasabi Dressing Sticker,10.1500,ROLL,yes
7238_UOMROLL,Clear Brown Rice Sticker,10.0000,ROLL,no
7239_UOMROLL,Clear Chef Special Dressing Sticker,10.1500,ROLL,no
7242_UOMROLL,Clear Spicy Sauce Sticker,17.7600,ROLL,no
7243_UOMROLL,Clear Pickled Ginger Sticker,17.7600,ROLL,yes
7277_UOMROLL,Weekly Special Sticker,6.5000,ROLL,no
7303_UOMEACH,Label Heart Cake,6.0000,EACH,no
7545_UOMCS,Retail Rice. Microwavable,6.8400,CS,no
7546_UOMBOT,Use 7545,2.3000,BOT,no
7546_UOMCS12,Use 7545,6.8400,CS12,no
8000_UOMEACH,Poster Frame Ikea,1.3700,EACH,yes
8001_UOMEACH,Poster "Try Me",12.1800,EACH,yes
8002_UOMEACH,Blender,35.5300,EACH,yes
8082_UOMBOT,Soup Base Tonkotsu Yama 10/cs,17.0500,BOT,no
8082_UOMCS10,Soup Base Tonkotsu Yama 10/cs,170.5200,CS10,no
8083_UOMBOT,Soup Base Miso Yamachan 12/cs,12.0600,BOT,yes
8083_UOMCS12,Soup Base Miso Yamachan 12/cs,144.7000,CS12,yes
8101_UOMCS,HOT BOWL NET,223.3000,CS,yes
8102_UOMEACH,Cleaning Pen,3.9200,EACH,yes
8104_UOMEACH,Calendar Set,0.0100,EACH,no
8106_UOMEACH,Katsuramaki Ki,50.0000,EACH,no
8108_UOMEACH,Chochin (Lantern) Small,15.0000,EACH,no
8110_UOMEACH,Demo Tablecloth,13.5000,EACH,no
8112_UOMEACH,Scrub,0.4100,EACH,yes
8114_UOMEACH,Brush,9.5400,EACH,yes
8116_UOMEACH,Sanitizer,19.9500,EACH,no
8118_UOMEACH,Spray Bottle,4.0600,EACH,yes
8121_UOMEACH,Torch. Iwatani,35.5300,EACH,yes
8122_UOMEACH,Makisu 27cm,4.4000,EACH,yes
8124_UOMEACH,Makisu (S),1.5400,EACH,yes
8126_UOMEACH,Plastic Makisu,8.6000,EACH,no
8128_UOMEACH,Masterchef Knife,79.2000,EACH,yes
8129_UOMEACH,Ladle 2oz,4.1500,EACH,no
8130_UOMEACH,Sharp Storne-LG,23.7600,EACH,yes
8131_UOMEACH,MEASURING TEASPOON,3.5500,EACH,yes
8132_UOMEACH,Super Kirex,14.3000,EACH,no
8134_UOMEACH,ladle 1oz,2.0000,EACH,no
8137_UOMEACH,Ladle 8oz,6.5000,EACH,no
8138_UOMEACH,Ladle 12oz,4.3600,EACH,yes
8139_UOMEACH,Thermo Gun,125.0000,EACH,no
8140_UOMEACH,Sushi Former,5.9400,EACH,yes
8142_UOMEACH,Pail Lid Opener,5.5800,EACH,yes
8144_UOMEACH,Tweezer,4.2200,EACH,yes
8146_UOMEACH,Benriner,21.6500,EACH,yes
8148_UOMEACH,Benriner Blade Only,7.3900,EACH,yes
8149_UOMPK,Pastry Bag Lg,25.8500,PK,no
8150_UOMEACH,Peeler,2.3800,EACH,yes
8153_UOMEACH,Jigger,3.4000,EACH,no
8154_UOMEACH,Blue Sheet,154.0000,EACH,yes
8155_UOMEACH,Green Mirroe Sheet,200.0000,EACH,no
8156_UOMEACH,Sushi Mold (kata),3.4000,EACH,no
8157_UOMEACH,Mirror Sheet W/R/Gold for Publix,140.0000,EACH,no
8158_UOMCASE,Sunoko (Ivory) Special,475.0000,CASE,no
8160_UOMCASE,Sunoko (MAT) IV,282.4000,CASE,no
8162_UOMEACH,Buffer Solution,23.0000,EACH,no
8162_UOMSET,Buffer Solution,46.6900,SET,yes
8164_UOMBAG,Rubber Band,2.5000,BAG,no
8166_UOMEACH,Safety Glove. Med or SM,22.3300,EACH,yes
8168_UOMPK,P Glove Small 100,2.0300,PK,yes
8170_UOMPK,P Glove Medium 100,2.0300,PK,yes
8172_UOMPK,P Glove Large 100,0.5100,PK,yes
8174_UOMEACH,Paper Towel,2.5400,EACH,yes
8176_UOMEACH,Seal Wrap 18,22.4800,EACH,yes
8178_UOMPACK,Towel Disposable,16.2400,PACK,yes
8180_UOMEACH,Wax Paper,6.3400,EACH,yes
8182_UOMBOX,Absorbent Pad  1.000pc,24.3600,BOX,yes
8183_UOMEACH,Nigiri Maker,2.2500,EACH,no
8184_UOMEACH,Disposable Pastry Bag,17.5100,EACH,yes
8186_UOMEACH,Pastry Bag Tip,0.8100,EACH,yes
8188_UOMEACH,Log Book,30.4400,EACH,yes
8190_UOMEACH,Binder Set,7.2500,EACH,no
8192_UOMEACH,Ord sht Price L,0.0100,EACH,no
8195_UOMEACH,Strainer,11.4000,EACH,no
8205_UOMEACH,Water Base Frame,120.2300,EACH,yes
8210_UOMEACH,Indoor Banner Cust. Service,35.0000,EACH,no
8211_UOMEACH,A shape Panel,40.6000,EACH,yes
8212_UOMEACH,HK Interior Banner,35.0000,EACH,no
8215_UOMEACH,Custom Order Sticker,8.5000,EACH,no
8220_UOMEACH,Shelf Liner Cust. Service,9.5000,EACH,no
8225_UOMEACH,Shelf Liner 2 Liner Cust. Service,16.0000,EACH,no
8304_UOMEACH,Rice Warmer,273.9000,EACH,no
8306_UOMEACH,Water Base Attachment,41.2700,EACH,yes
8308_UOMEACH,Water Base Frame Bundle Set,213.6100,EACH,yes
8312_UOMEACH,Picture Frame  IKEA,3.5000,EACH,no
8316_UOMEACH,A La Carte Sign,18.0000,EACH,no
8320_UOMEACH,Sign Holder CLP,1.8900,EACH,yes
8324_UOMEACH,Paper Clock,3.1500,EACH,yes
8328_UOMEACH,Banner Tsunami,50.0000,EACH,no
8332_UOMEACH,Banner No Logo,50.0000,EACH,no
8335_UOMEACH,Static Cling,8.0300,EACH,no
8336_UOMEACH,Posters - Hot Food Bundle,7.6700,EACH,no
8340_UOMEACH,Indoor Banner. Fully Cooked,40.0000,EACH,no
8342_UOMEACH,Chef Sp Mini Poster Small,3.0000,EACH,no
8344_UOMEACH,Letter Poster,3.0000,EACH,no
8345_UOMEACH,Ironman Sign & Frames,74.0000,EACH,no
8346_UOMEACH,Poster. Placard Publix,4.5000,EACH,yes
8348_UOMEACH,Indoor Banner Stand,74.0000,EACH,no
8352_UOMEACH,Hybrid Program Set,51.0000,EACH,no
8356_UOMEACH,Micfoil Balloon,3.0000,EACH,no
8360_UOMEACH,Nutrition Charts. Laminated,4.3100,EACH,yes
8361_UOMEACH,MDB Nutrition Chart,4.3100,EACH,yes
8362_UOMSET,Amazon Color Menus 100,27.5000,SET,no
8364_UOMSET,New Color Menu 100,15.2300,SET,yes
8365_UOMEACH,MDB Color Menu 100,15.2300,EACH,yes
8366_UOMEACH,Color Menu. Rouses 100 Sh,22.3300,EACH,yes
8368_UOMEACH,SAMPLING TAGS,15.2300,EACH,yes
8372_UOMEACH,STAR STICKER,0.6000,EACH,no
8376_UOMSET,Price List,0.0100,SET,no
8380_UOMEACH,Rice Container Blue,112.0000,EACH,no
8384_UOMEACH,Pull up Banner,318.2500,EACH,no
8500_UOMEACH,Curry Kettle Warmer,77.5000,EACH,no
8501_UOMEACH,Knife Sharpener,36.5400,EACH,yes
8504_UOMEACH,Sesame Shaker,5.0800,EACH,yes
8508_UOMEACH,To Go Soy Cont.,5.5000,EACH,no
8512_UOMEACH,Yosenabe Pot,30.4500,EACH,yes
8516_UOMEACH,Menu Holder,25.3800,EACH,yes
8520_UOMEACH,Fish Container Body,5.0800,EACH,yes
8524_UOMEACH,Fish Container Top,4.3100,EACH,yes
8528_UOMEACH,Food Container (S) Body,5.1800,EACH,yes
8532_UOMEACH,Food Cont (S) Lid,3.5500,EACH,yes
8536_UOMEACH,Food Cont (L) BD,7.4100,EACH,yes
8540_UOMEACH,Food Cont (L) LD,4.1500,EACH,yes
8544_UOMEACH,Food Cont (XL) BD,11.2200,EACH,yes
8548_UOMEACH,Food Cont (XL) LD,7.1100,EACH,yes
8552_UOMEACH,S Rice Box Body,13.7000,EACH,yes
8556_UOMEACH,S Rice Box Lid,8.4800,EACH,yes
8560_UOMEACH,Rice Mix Box,23.8500,EACH,yes
8564_UOMEACH,Rice Mix Box Lid,14.0100,EACH,yes
8568_UOMEACH,Rice Bin,28.4200,EACH,yes
8572_UOMEACH,Rice Scoop,8.8700,EACH,yes
8576_UOMEACH,Rice Spatula,5.0800,EACH,yes
8580_UOMEACH,Tong 12in,4.6500,EACH,no
8584_UOMEACH,Measure Cup 1qt,9.3900,EACH,yes
8588_UOMEACH,Sauce Bottle,2.0300,EACH,yes
8600_UOMEACH,Bluetooth Adapter,113.4600,EACH,no
8704_UOMEACH,Temp Recorder UTRIX-16,30.8000,EACH,no
8705_UOMEACH,PH Tester,97.4400,EACH,yes
8710_UOMEACH,PH Replacment Tip,55.8300,EACH,yes
8712_UOMEACH,PH Tester Paper,15.2300,EACH,yes
8714_UOMEACH,Tablet. Hot Spare,600.0000,EACH,no
8715_UOMEACH,Label Machine,609.0000,EACH,yes
8716_UOMEACH,Tablet Bundle 2 TRI,830.2800,EACH,no
8717_UOMEACH,Tablets Bundle 1 TRI,1092.2400,EACH,no
8718_UOMEACH,Tablet Outer Case,25.0000,EACH,no
8719_UOMEACH,Zebra Printer LP2824,495.0000,EACH,no
8720_UOMEACH,Scanner,645.1600,EACH,yes
8721_UOMEACH,Tablet Bundle 1 WTP,1108.6200,EACH,yes
8722_UOMEACH,Tablet Bundle 2 WTP,842.7300,EACH,yes
8735_UOMEACH,Scan Sheet Single,5.0000,EACH,no
8740_UOMEACH,Scan Sheet Hap Heart,5.0000,EACH,no
8745_UOMEACH,Canarm Light,12.0000,EACH,no
8746_UOMEACH,LED Light Flute,16.0000,EACH,no
8750_UOMEACH,Thermometer  Digital,22.0300,EACH,yes
8755_UOMEACH,Rice Cooker,167.4800,EACH,yes
8760_UOMEACH,R Cook Inr. Pot,78.1600,EACH,yes
8765_UOMEACH,Rice Cooker Top,45.6800,EACH,yes
8770_UOMEACH,Digital Picture Frame,165.0000,EACH,no
8775_UOMEACH,Date Gun,76.1300,EACH,yes
8777_UOMEACH,Scales 20 lbs Digital,32.5000,EACH,no
8780_UOMEACH,Steamer. Dumpling,10.8600,EACH,yes
8902_UOMSET,HK Happi Coat & Hat,58.2000,SET,no
8904_UOMEACH,Chef Coat White Small,35.5300,EACH,yes
8905_UOMEACH,Chef Coat White Medium,35.5300,EACH,yes
8906_UOMEACH,Chef Coat White Lg,35.5300,EACH,yes
8907_UOMEACH,Chef Coat White XL,35.5300,EACH,yes
8910_UOMEACH,Chef Coat Black,35.5300,EACH,yes
8911_UOMEACH,Chef Coat. Black.Coastal Pacific,35.5300,EACH,yes
8915_UOMEACH,Chef Coat Harris-Teeter,35.5300,EACH,yes
8920_UOMEACH,Chef Coat Metropolitan,35.5300,EACH,yes
8920_UOMPK,Chef Coat Metropolitan,35.0000,PK,no
8925_UOMEACH,Chef Coat Red,35.5300,EACH,yes
8930_UOMEACH,Chef Coat Yamato,35.5300,EACH,yes
8930_UOMPK,Chef Coat Yamato,35.0000,PK,no
8931_UOMEACH,Wild Blue Chef Coat Sm,45.1000,EACH,yes
8932_UOMEACH,Wild Blue Chef Coat Med,45.1000,EACH,yes
8933_UOMEACH,Wild Blue Chef Coat Lrg,45.1000,EACH,yes
8934_UOMEACH,Wild Blue Chef Coat XL,45.1000,EACH,no
8935_UOMEACH,Happi Coat Red Giant Eagle,45.0000,EACH,no
8940_UOMEACH,Chef Coat Rouses,35.5300,EACH,yes
8943_UOMEACH,Chef Coat Green Small,35.5300,EACH,yes
8944_UOMEACH,Chef Coat Green Medium,35.5300,EACH,yes
8945_UOMEACH,Chef Coat Green Large,35.5300,EACH,yes
8950_UOMEACH,Polo Shirts White,21.9200,EACH,yes
8954_UOMEACH,Apron Black,11.1700,EACH,yes
8958_UOMEACH,Hat Black (M),6.8500,EACH,yes
8959_UOMEACH,HAT RED DEMO,6.8500,EACH,yes
8962_UOMEACH,HOT FOOD BASEBALL CAP,7.6100,EACH,yes
8966_UOMEACH,Name Badge,3.0500,EACH,yes
9051_UOMEACH,Hat White S.M.L,6.8500,EACH,yes
9055_UOMCS60,HK Bento Lunch Box 60PC/CS,60.0000,CS60,no
9055_UOMEACH,HK Bento Lunch Box 60PC/CS,1.0000,EACH,yes
9060_UOMCS,Plush Doll 30PC/CS(Hello Kitty),30.0000,CS,no
9061_UOMEACH,HK Plush Dolls Each,1.0000,EACH,no
9065_UOMEACH,HK Circle Button Badge,1.3500,EACH,no
9099_UOMEACH,Happi White (S),18.5000,EACH,no
9100_UOMEACH,Happi White (M),18.5000,EACH,no
9101_UOMEACH,Happi White (L),18.5000,EACH,no
9102_UOMEACH,Happi White (XL),18.5000,EACH,no
9103_UOMEACH,Happi Hat Whi S,6.7500,EACH,no
9104_UOMEACH,Happi Apron Grn,11.0000,EACH,no
9107_UOMEACH,Happi Hat (M),6.7500,EACH,no
9108_UOMEACH,Happi Hat (L),6.7500,EACH,no
9109_UOMEACH,Happi Blue SMLX,20.5000,EACH,no
9110_UOMEACH,Happi Blue LG,20.5000,EACH,no
9111_UOMEACH,Happi Blue SM,20.5000,EACH,no
9112_UOMEACH,Happi Blue M,20.5000,EACH,no
9113_UOMEACH,Happi Blue XLG,20.5000,EACH,no
9114_UOMEACH,Happi Hat Blue,6.7500,EACH,no
9117_UOMEACH,Happi Gold SML,22.5000,EACH,no
9118_UOMEACH,Happi Gold M,22.5000,EACH,no
9119_UOMEACH,Happi Gold LG,22.5000,EACH,no
9120_UOMEACH,Navy Chef Jacket,35.0000,EACH,no
9122_UOMEACH,Hat Black (S),6.8500,EACH,yes
9124_UOMEACH,Hat Black (L),6.8500,EACH,yes
9125_UOMEACH,Happi Gold XSML,22.5000,EACH,no
9126_UOMEACH,Hapi Oishisa SM,20.5000,EACH,no
9127_UOMEACH,Hapi Oishisa M,20.5000,EACH,no
9128_UOMEACH,Hapi Oishisa L,20.5000,EACH,no
9129_UOMEACH,Hapi Oishisa XL,20.5000,EACH,no
9130_UOMEACH,Hapi Wegman SM,18.5000,EACH,no
9131_UOMEACH,Hapi Wegman M,18.5000,EACH,no
9132_UOMEACH,Hapi Wegman L,18.5000,EACH,no
9133_UOMEACH,Hapi Wegman XL,18.5000,EACH,no
9135_UOMEACH,Happi HT M,36.8000,EACH,no
9136_UOMEACH,Happi HT L,36.8000,EACH,no
9137_UOMEACH,Hat HT M,8.0500,EACH,no
9138_UOMEACH,Hat HT L,8.0500,EACH,no
9139_UOMEACH,Happi HT SM,36.8000,EACH,no
9140_UOMEACH,Happi HT XLG,36.8000,EACH,no
9150_UOMEACH,CHEF COAT UNITED,28.9300,EACH,yes
9151_UOMEACH,Sweatshirt. Blk,17.0000,EACH,no
9152_UOMEACH,HAT RED DEMO,6.7500,EACH,no
9154_UOMEACH,Ninja Apron,9.5000,EACH,no
9159_UOMEACH,Chef Coat Green Small,35.0000,EACH,no
9161_UOMEACH,Chef Coat Green Medium,35.0000,EACH,no
9165_UOMEACH,Chef Coat Weg,25.0000,EACH,no
9166_UOMEACH,Chef Coat Marsh Black,25.0000,EACH,no
9171_UOMPK,Chef Coat Fortinos,25.0000,PK,no
9199_UOMEACH,Shelf Molding,5.6500,EACH,no
9200_UOMEACH,Menu Grill Bar,5.0000,EACH,no
9222_UOMEACH,Cap. Steam Table,8.0000,EACH,no
9223_UOMEACH,Apron Steam Table,13.0000,EACH,no
9224_UOMEACH,T-Shirt. Black Steam Table,10.1500,EACH,yes
9225_UOMEACH,T-Shirt. Green,10.0000,EACH,no
9252_UOMEACH,Rice Cooker/Warmer 20 cup,272.8500,EACH,no
9399_UOMEACH,Chopstick Color,1.5000,EACH,no
9400_UOMEACH,USB Picture Drive,8.0000,EACH,no
9440_UOMCS,944 HC Comp Tray,42.0200,CS,no
9500_UOMCS,Miso Soup Base,65.0000,CS,no
9799_UOMEACH,Sushi Robot SVR-NYA,12617.5000,EACH,no
98_UOMEACH,2oz Cup & Lid Set,17.1000,EACH,yes
9802_UOMEACH,Scanner Cable,129.0000,EACH,no
9803_UOMEACH,SCA Pow Supply,48.0000,EACH,no
9804_UOMEACH,PRI Power Supply,113.0000,EACH,no
9898_UOMEACH,Aluminum Mat. Hot FD,20.0000,EACH,no
9899_UOMEACH,Fake Ice Disp Set,100.0000,EACH,no
9900_UOMEACH,U-Boat Utility Cart,255.0000,EACH,no
9901_UOMEACH,Demo Table. Origami,143.0000,EACH,no
9902_UOMEACH,Retractable Banner GO,511.0000,EACH,no
9913_UOMEACH,Price Menu 200,10.0000,EACH,no
9916_UOMSET,Promotion Poster. Sticker 191167,25.4300,SET,no
9940_UOMCS,JFC Sushi Tray 0.8 (AFC235)  Set Case,127.0000,CS,no
9941_UOMCS,JFC Sushi Tray 1.0 (AFC-4) Set Case,165.0000,CS,yes
9942_UOMCS,JFC Sushi Tray 1.5 (AFC-5) Set Case,147.0000,CS,yes
9943_UOMCS,JFC Sushi Tray 2.0 (AFC-30) Set Cs,132.0000,CS,yes
9944_UOMCS,JFC Sushi TraySF27 (AFC-20) Set Cs,157.0000,CS,yes
9950_UOMEACH,Waterbase Frame 204245,199.0200,EACH,no
9951_UOMEACH,Waterbase Graphic Panel 195582,34.2400,EACH,no
9952_UOMEACH,Sushi Combo Sticker 203630,59.3900,EACH,no
9953_UOMEACH,$5 Sushi Friday 203347,34.7800,EACH,no
9954_UOMEACH,Customer Appreciation Letter 202797,5.9300,EACH,no
9955_UOMEACH,Deluxe Hot Bowl Sign 204873,29.9600,EACH,no
9956_UOMEACH,Hawaiian Poke Bowl Sign 205409,9.5500,EACH,no
9957_UOMEACH,$3  Off Holloween Sticker,0.8600,EACH,no
9958_UOMEACH,10% Off Dum W/Card,0.9600,EACH,no
9959_UOMEACH,Sup Bowl. Valen Static Cling 200097,26.6700,EACH,no
9960_UOMEACH,Hot Food Cat Poster 200239,6.4200,EACH,no
9987_UOMEACH,UPC Scan Book Full Set,45.0000,EACH,no
9992_UOMBOX,Disposable Face Mask 50pcs/box,30.4500,BOX,yes
9993_UOMPK,Hair Net for Kitchen,35.5300,PK,yes
9994_UOMEACH,Sanitizer for Kitchen,11.1700,EACH,yes
9995_UOMEACH,Dish Soap for Kitchen,5.0800,EACH,yes
9997_UOMEACH,SHIPPING & HANDLING,175.0000,EACH,no
9998_UOMEACH,WT Invoice No Tax,7.1500,EACH,no
9999_UOMEACH,15% OFF STICKERS,3.0000,EACH,no
X2406_UOMCS20,Shrimp Tray 30P,198.0000,CS20,no
X2406_UOMTRAY,Shrimp Tray 30P,9.9000,TRAY,no
X3665_UOMCASE,CT 04 600 pcs,84.9600,CASE,no
X8136_UOMEACH,Thermometer,11.3500,EACH,no
X8137_UOMEACH,Ladle 8oz,35.0000,EACH,no
XX3289_UOMCS15,Fried Onion. Top,27.0000,CS15,no
XX3289_UOMEACH,Fried Onion. Top,1.8000,EACH,no
Z1219_UOMTRAY,Uzushio Squid Tray,14.3000,TRAY,no
Z3087_UOMPK,DB-10 Top 50 pcs,5.0400,PK,no
Z3089_UOMPK,DB-10 R&B Body pk,13.7500,PK,no
Z3099_UOMPK,BF-10 Bento Set 50 pcs,25.8000,PK,no
Z4180_UOMPK,MB-430 Bowl Body,14.1000,PK,no
Z4182_UOMPK,MB-129 Bowl Top 50,6.2800,PK,no
Z5271_UOMPK,DB-101 Lid & Bowl,10.5000,PK,no
Z5283_UOMEACH,Lantern (Large),382.2000,EACH,no
Z5289_UOMEACH,Lantern (Medium),258.9700,EACH,no
Z5300_UOMCASE,24 oz Cup 500 pcs,29.5000,CASE,no
Z5302_UOMCASE,16 oz Noodle Set,52.2000,CASE,no
Z5333_UOMCS,16 oz Solo Miso Cup,66.5000,CS,no
Z5381_UOMPK,4 oz Cup 125 pcs,3.6300,PK,no
Z5385_UOMPK,4 oz Top 125 pcs,3.5900,PK,no
Z5401_UOMPK,2 oz Cup 125 pcs,2.3900,PK,no
Z5405_UOMPK,2 oz Top 100 pcs,2.7500,PK,no
Z5498_UOMCASE,Microwave Cup 1000,25.0000,CASE,no
Z5499_UOMCASE,Microwave Top 1000,16.0000,CASE,no
Z6630_UOMEACH,Digital Scale 11 lbs,31.1800,EACH,no
Z6681_UOMEACH,PRE PRINT LABEL,8.5000,EACH,no
Z7002_UOMROLL,Label No Raw,3.0000,ROLL,no
Z7104_UOMROLL,Label Caution Hot,14.5000,ROLL,no
Z7114_UOMROLL,P LA Frozen Dumpling,34.0000,ROLL,no
Z7122_UOMROLL,Thermo Brn R Weg,7.5000,ROLL,no
Z7126_UOMROLL,Thermo Weg Tsc,12.2000,ROLL,no
ZC0702_UOMEACH,COVER FD PAN 0.5 FLIP,11.9000,EACH,no
ZC4797_UOMEACH,ADAPTET PLATE 2 SLOT,14.3000,EACH,no
ZC7494_UOMEACH,YOSENABE STAINL 9.5IN,31.1900,EACH,no
ZC8781_UOMEACH,Chef Coat Black Small,25.7900,EACH,no
ZC8782_UOMEACH,Chef Coat Black Medium,25.7900,EACH,no
ZC9999_UOMEACH,Chef Mart Inv.,1.2000,EACH,no
